53,42
48,43
49,47
46,50
53,42
48,43
50,48
46,50
53,42
48,43
50,48
46,50
53,42
48,43
50,48
46,49
53,42
49,43
51,49
46,49
53,42
49,43
51,49
46,49
53,42
49,43
51,49
46,49
53,43
49,43
52,50
47,48
53,43
49,43
52,50
47,48
53,43
49,43
52,50
47,48
53,44
49,43
52,50
48,48
53,44
49,43
52,50
48,48
53,44
48,43
52,50
48,48
53,45
48,43
52,50
49,48
53,45
48,43
52,50
49,48
53,45
47,44
52,50
49,48
53,45
47,44
52,50
49,48
52,45
47,44
52,50
49,48
52,45
46,45
52,50
49,48
52,45
46,45
52,50
49,48
52,45
46,45
52,50
49,48
51,45
46,46
52,50
49,48
51,45
46,46
52,50
49,48
51,45
46,46
52,50
49,48
50,45
46,46
52,50
49,48
50,45
46,47
52,50
49,48
50,45
46,47
52,50
49,48
49,45
46,47
52,50
49,48
49,45
47,48
52,50
49,48
49,45
47,48
52,50
49,48
48,45
47,48
52,50
49,48
48,45
47,48
52,50
49,48
48,45
47,49
52,50
49,48
47,45
47,49
52,50
49,48
47,45
47,49
52,50
49,48
47,45
48,50
52,50
49,48
47,45
48,50
52,50
49,48
47,45
48,50
52,50
49,48
47,45
49,51
52,50
49,48
47,45
49,51
52,50
49,48
47,45
49,51
52,50
49,48
47,44
49,52
52,50
49,48
47,44
49,52
52,50
49,48
47,44
49,52
52,50
49,48
47,44
49,52
52,50
49,48
48,43
49,52
52,50
49,48
48,43
48,51
52,50
49,48
48,43
48,51
52,50
49,48
49,43
48,51
52,50
49,48
49,43
48,51
52,50
49,48
49,43
47,50
52,50
49,48
49,43
47,50
52,50
49,48
50,44
47,50
52,50
49,48
50,44
47,50
52,50
49,48
50,44
47,50
52,50
49,48
50,45
47,50
52,50
49,48
50,45
47,50
52,50
49,48
50,45
47,50
52,50
49,48
50,45
47,49
52,50
49,48
49,46
47,49
51,49
49,48
49,46
47,49
51,49
49,48
49,46
47,49
51,49
49,48
49,46
46,48
51,49
49,48
48,46
46,48
51,49
49,48
48,46
46,48
51,48
49,48
47,46
46,48
51,48
49,48
47,46
46,48
51,48
49,48
47,46
46,48
51,47
49,48
47,46
46,48
51,47
49,48
47,46
46,48
51,47
49,48
47,46
46,48
50,47
49,48
47,46
46,48
50,47
49,48
47,46
46,48
50,47
49,49
47,46
46,48
50,47
49,49
47,46
46,48
49,47
49,49
47,46
46,48
49,47
49,50
47,46
46,48
49,47
49,50
47,46
46,48
49,47
49,50
47,46
47,48
49,47
49,51
47,46
47,48
49,47
49,51
47,46
47,48
49,47
49,51
47,46
47,48
49,47
49,51
47,46
47,48
49,47
49,52
47,46
48,47
49,47
49,52
47,46
48,47
50,48
49,52
47,46
48,47
50,48
49,53
47,46
49,47
50,48
49,52
47,47
49,46
50,48
49,52
47,47
49,46
51,48
49,52
47,47
49,46
51,48
49,52
47,48
50,45
51,48
49,52
47,48
50,45
52,48
50,51
47,48
50,45
52,48
50,51
47,48
49,45
52,48
50,51
47,48
49,45
52,48
51,50
47,48
49,45
52,48
51,50
47,48
49,45
52,48
51,50
47,48
49,45
52,48
52,50
47,48
48,46
52,48
52,50
47,49
48,46
52,48
52,50
47,49
48,46
52,48
52,50
47,49
48,46
52,48
52,50
47,50
48,46
52,48
52,50
47,50
48,46
52,48
52,50
47,50
48,46
51,47
52,50
47,50
48,46
51,47
52,50
47,50
48,46
51,47
52,50
47,50
48,46
51,47
52,49
47,50
48,46
50,46
52,49
47,50
48,46
50,46
52,49
47,50
48,46
50,46
51,49
47,50
47,46
50,46
51,49
47,50
46,46
49,46
51,49
47,50
46,46
49,46
51,49
47,50
46,46
49,46
51,49
47,50
46,46
48,46
51,50
47,49
46,46
48,46
51,50
47,49
46,46
48,46
51,51
47,49
46,46
48,46
51,51
48,49
46,47
48,46
51,51
48,49
46,47
48,46
51,52
48,49
46,47
48,46
51,52
48,49
46,47
49,47
51,52
48,49
47,47
49,47
50,53
48,49
47,47
49,47
50,53
48,49
47,47
50,48
50,53
48,49
48,47
50,48
50,53
48,48
48,47
50,48
49,53
48,48
48,47
51,49
49,53
48,48
49,47
51,49
49,53
48,47
49,47
51,49
49,53
48,47
49,47
52,50
49,53
48,47
50,47
52,50
49,53
48,46
50,47
52,50
49,53
48,46
50,47
52,50
49,53
48,46
50,47
52,51
49,53
48,46
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
51,47
52,51
49,53
48,45
50,48
52,50
49,53
48,45
50,48
52,50
49,53
48,45
50,48
52,50
49,53
48,45
50,49
52,49
49,53
48,45
50,49
52,49
49,53
48,45
50,49
52,49
49,53
48,45
50,49
52,49
49,53
48,45
50,49
53,48
49,53
48,45
50,49
53,48
49,53
49,46
50,49
53,48
49,53
49,46
50,49
54,47
49,53
49,46
49,49
54,47
49,53
50,47
49,49
54,47
49,53
50,47
49,49
55,47
49,53
50,47
48,48
55,47
49,53
51,48
48,48
55,47
49,53
51,48
48,48
55,47
49,53
52,49
48,48
55,47
49,53
52,48
48,48
55,47
49,53
52,48
48,48
56,47
49,53
52,48
48,48
56,47
49,53
53,48
48,48
56,47
49,53
53,47
48,48
56,47
49,53
53,47
48,48
56,47
49,53
53,47
48,48
56,47
49,53
54,46
48,48
56,47
49,53
54,46
48,48
56,47
49,53
54,46
48,48
56,47
49,53
54,45
48,48
56,47
49,53
54,45
48,48
56,47
49,53
54,45
48,48
56,47
49,53
54,44
48,48
56,47
49,53
54,44
48,48
56,47
49,53
54,44
48,48
56,47
49,53
54,43
48,48
56,47
49,53
54,43
48,48
56,47
49,53
54,43
48,48
56,47
49,53
54,42
48,48
56,47
49,53
54,42
48,48
56,47
49,53
54,42
48,48
56,47
49,53
54,42
48,48
56,47
49,53
54,42
48,48
56,47
49,53
54,42
48,48
55,47
48,52
54,42
48,48
55,47
48,52
54,42
48,48
55,47
48,52
54,42
48,48
55,47
48,52
54,42
48,48
55,47
47,51
54,42
48,48
54,48
47,51
54,42
48,48
54,48
47,51
54,42
48,48
54,48
47,50
54,42
48,48
53,49
47,50
54,42
48,48
53,49
47,50
54,42
48,48
53,49
47,50
54,42
48,48
53,49
47,50
54,42
48,48
53,49
47,50
54,42
48,48
53,49
46,50
54,42
48,48
53,49
46,50
54,42
48,48
53,49
46,51
54,42
48,48
53,49
46,51
54,42
48,48
53,49
46,51
54,42
48,48
53,49
46,51
54,42
48,48
53,49
46,52
54,42
48,48
53,49
46,52
54,42
48,48
53,49
46,52
54,42
48,48
53,49
46,52
54,42
48,48
52,49
46,52
54,42
48,48
52,49
46,52
54,42
48,48
52,49
46,52
54,42
48,48
52,49
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
54,42
48,48
51,50
46,52
53,42
48,48
51,51
46,52
53,42
48,48
50,51
46,52
53,42
48,48
49,52
46,52
53,42
48,48
49,52
46,52
53,43
48,48
48,53
46,52
52,43
48,48
47,54
46,52
52,43
48,48
47,54
46,52
52,43
48,48
47,54
46,52
51,44
48,48
47,54
46,52
51,44
48,48
48,53
46,52
51,44
48,48
48,53
46,52
50,45
48,48
48,53
46,52
50,45
48,48
49,52
46,52
50,45
48,48
49,52
46,52
49,46
48,48
49,52
46,52
49,46
48,48
49,51
46,52
49,46
48,48
49,51
46,52
49,46
48,48
49,51
46,52
48,46
48,48
49,51
46,52
48,46
48,48
49,50
46,52
48,46
48,48
49,50
46,52
48,46
48,48
49,50
